query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g10222.t1,"TRP, calcium",,Q6RI86,1.88e-126,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g10260.t1,aquaporin,,Q9NHW7,6.26e-66,Aquaporin AQPAe.a,,GO:0005886; GO:0015267,plasma membrane [GO:0005886],channel activity [GO:0015267],Aquaporin AQPAe.a
Porites_compressa_HIv1___RNAseq.g10261.t1,aquaporin,,O77750,5.87e-65,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),cerebrospinal fluid circulation [GO:0090660]; intracellular water homeostasis [GO:0009992]; multicellular organismal-level water homeostasis [GO:0050891]; protein homotetramerization [GO:0051289]; water transport [GO:0006833],GO:0005576; GO:0005886; GO:0006833; GO:0009992; GO:0010008; GO:0015250; GO:0016323; GO:0042383; GO:0050891; GO:0051289; GO:0090660; GO:0097450,astrocyte end-foot [GO:0097450]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],water channel activity [GO:0015250],Aquaporin-4
Porites_compressa_HIv1___RNAseq.g10547.t1b,Bhattacharya2016,TMC7,Q7Z402,9.35e-108,Transmembrane channel-like protein 7,sensory perception of mechanical stimulus [GO:0050954],GO:0005886; GO:0008200; GO:0008381; GO:0043025; GO:0050954,neuronal cell body [GO:0043025]; plasma membrane [GO:0005886],ion channel inhibitor activity [GO:0008200]; mechanosensitive monoatomic ion channel activity [GO:0008381],TMC7
Porites_compressa_HIv1___RNAseq.g10603.t1,"calcium, Bhattacharya2016",ORAI1,Q5ZL05,3.75e-76,Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A),adaptive immune response [GO:0002250]; positive regulation of calcium ion transport [GO:0051928]; store-operated calcium entry [GO:0002115],GO:0002115; GO:0002250; GO:0005886; GO:0015279; GO:0016020; GO:0051928,membrane [GO:0016020]; plasma membrane [GO:0005886],store-operated calcium channel activity [GO:0015279],ORAI1
Porites_compressa_HIv1___RNAseq.g10860.t1,"calcium, Bhattacharya2016",P2RX4,Q99571,2.21e-129,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; behavioral response to pain [GO:0048266]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; cellular response to zinc ion [GO:0071294]; endothelial cell activation [GO:0042118]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of prostaglandin secretion [GO:0032308]; purinergic nucleotide receptor signaling pathway [GO:0035590]; regulation of blood pressure [GO:0008217]; regulation of cardiac muscle contraction [GO:0055117]; regulation of chemotaxis [GO:0050920]; regulation of sodium ion transport [GO:0002028]; relaxation of cardiac muscle [GO:0055119]; response to ATP [GO:0033198]; response to axon injury [GO:0048678]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; sensory perception of pain [GO:0019233]; sensory perception of touch [GO:0050975]; signal transduction [GO:0007165]; tissue homeostasis [GO:0001894],GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0098794; GO:0099604; GO:1904141; GO:2001028,cell body [GO:0044297]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; ligand-gated calcium channel activity [GO:0099604]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; zinc ion binding [GO:0008270],P2RX4
Porites_compressa_HIv1___RNAseq.g10862.t1,calcium,,Q99571,2.08e-130,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; behavioral response to pain [GO:0048266]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; cellular response to zinc ion [GO:0071294]; endothelial cell activation [GO:0042118]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of prostaglandin secretion [GO:0032308]; purinergic nucleotide receptor signaling pathway [GO:0035590]; regulation of blood pressure [GO:0008217]; regulation of cardiac muscle contraction [GO:0055117]; regulation of chemotaxis [GO:0050920]; regulation of sodium ion transport [GO:0002028]; relaxation of cardiac muscle [GO:0055119]; response to ATP [GO:0033198]; response to axon injury [GO:0048678]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; sensory perception of pain [GO:0019233]; sensory perception of touch [GO:0050975]; signal transduction [GO:0007165]; tissue homeostasis [GO:0001894],GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0098794; GO:0099604; GO:1904141; GO:2001028,cell body [GO:0044297]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; ligand-gated calcium channel activity [GO:0099604]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; zinc ion binding [GO:0008270],P2X purinoceptor 4
Porites_compressa_HIv1___RNAseq.g10865.t1,calcium,,Q99571,2.18e-135,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; behavioral response to pain [GO:0048266]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; cellular response to zinc ion [GO:0071294]; endothelial cell activation [GO:0042118]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of prostaglandin secretion [GO:0032308]; purinergic nucleotide receptor signaling pathway [GO:0035590]; regulation of blood pressure [GO:0008217]; regulation of cardiac muscle contraction [GO:0055117]; regulation of chemotaxis [GO:0050920]; regulation of sodium ion transport [GO:0002028]; relaxation of cardiac muscle [GO:0055119]; response to ATP [GO:0033198]; response to axon injury [GO:0048678]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; sensory perception of pain [GO:0019233]; sensory perception of touch [GO:0050975]; signal transduction [GO:0007165]; tissue homeostasis [GO:0001894],GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0098794; GO:0099604; GO:1904141; GO:2001028,cell body [GO:0044297]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; ligand-gated calcium channel activity [GO:0099604]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; zinc ion binding [GO:0008270],P2X purinoceptor 4
Porites_compressa_HIv1___RNAseq.g10919.t1,calcium,,Q9Z0J4,0,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",calcium ion transport [GO:0006816]; cellular response to growth factor stimulus [GO:0071363]; establishment of localization in cell [GO:0051649]; multicellular organismal response to stress [GO:0033555]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106071]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sodium ion transport [GO:0002028]; response to heat [GO:0009408]; response to hypoxia [GO:0001666]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178],GO:0001666; GO:0002028; GO:0004517; GO:0005516; GO:0005654; GO:0005739; GO:0005856; GO:0006809; GO:0006813; GO:0006816; GO:0006941; GO:0009408; GO:0010181; GO:0020037; GO:0030018; GO:0030315; GO:0033017; GO:0033555; GO:0035605; GO:0042178; GO:0042311; GO:0042383; GO:0043197; GO:0043267; GO:0043525; GO:0044305; GO:0045121; GO:0045202; GO:0045893; GO:0045944; GO:0046872; GO:0050660; GO:0050661; GO:0050767; GO:0051612; GO:0051649; GO:0051926; GO:0060078; GO:0071363; GO:0098735; GO:0099163; GO:0106071,calyx of Held [GO:0044305]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017]; synapse [GO:0045202]; T-tubule [GO:0030315]; Z disc [GO:0030018],calmodulin binding [GO:0005516]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitric-oxide synthase activity [GO:0004517]; peptidyl-cysteine S-nitrosylase activity [GO:0035605],Nitric oxide synthase 1
Porites_compressa_HIv1___RNAseq.g10988.t1,calcium,,Q9Z0J4,0,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",calcium ion transport [GO:0006816]; cellular response to growth factor stimulus [GO:0071363]; establishment of localization in cell [GO:0051649]; multicellular organismal response to stress [GO:0033555]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106071]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sodium ion transport [GO:0002028]; response to heat [GO:0009408]; response to hypoxia [GO:0001666]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178],GO:0001666; GO:0002028; GO:0004517; GO:0005516; GO:0005654; GO:0005739; GO:0005856; GO:0006809; GO:0006813; GO:0006816; GO:0006941; GO:0009408; GO:0010181; GO:0020037; GO:0030018; GO:0030315; GO:0033017; GO:0033555; GO:0035605; GO:0042178; GO:0042311; GO:0042383; GO:0043197; GO:0043267; GO:0043525; GO:0044305; GO:0045121; GO:0045202; GO:0045893; GO:0045944; GO:0046872; GO:0050660; GO:0050661; GO:0050767; GO:0051612; GO:0051649; GO:0051926; GO:0060078; GO:0071363; GO:0098735; GO:0099163; GO:0106071,calyx of Held [GO:0044305]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017]; synapse [GO:0045202]; T-tubule [GO:0030315]; Z disc [GO:0030018],calmodulin binding [GO:0005516]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitric-oxide synthase activity [GO:0004517]; peptidyl-cysteine S-nitrosylase activity [GO:0035605],Nitric oxide synthase 1
Porites_compressa_HIv1___RNAseq.g10989.t1,calcium,,P29476,0,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",arginine catabolic process [GO:0006527]; behavioral response to cocaine [GO:0048148]; calcium ion transport [GO:0006816]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to growth factor stimulus [GO:0071363]; cellular response to mechanical stimulus [GO:0071260]; establishment of localization in cell [GO:0051649]; establishment of protein localization [GO:0045184]; female pregnancy [GO:0007565]; multicellular organismal response to stress [GO:0033555]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood pressure [GO:0045776]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of hepatic stellate cell contraction [GO:0061875]; negative regulation of insulin secretion [GO:0046676]; negative regulation of iron ion transmembrane transport [GO:0034760]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; negative regulation of vasoconstriction [GO:0045906]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide mediated signal transduction [GO:0007263]; nitric oxide metabolic process [GO:0046209]; nitric oxide-cGMP-mediated signaling [GO:0038060]; positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071879]; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106071]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of sodium ion transmembrane transport [GO:1902307]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sodium ion transport [GO:0002028]; response to activity [GO:0014823]; response to estrogen [GO:0043627]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]; response to lead ion [GO:0010288]; response to lipopolysaccharide [GO:0032496]; response to nicotine [GO:0035094]; response to nitric oxide [GO:0071731]; response to nutrient levels [GO:0031667]; response to peptide hormone [GO:0043434]; response to vitamin B3 [GO:0033552]; response to vitamin E [GO:0033197]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178],GO:0001666; GO:0001917; GO:0002028; GO:0004517; GO:0005516; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0005886; GO:0005901; GO:0006527; GO:0006809; GO:0006813; GO:0006816; GO:0006941; GO:0007263; GO:0007565; GO:0008270; GO:0008285; GO:0009408; GO:0009725; GO:0010181; GO:0010288; GO:0014069; GO:0014823; GO:0016529; GO:0017080; GO:0019899; GO:0020037; GO:0030018; GO:0030141; GO:0030315; GO:0030425; GO:0031667; GO:0031965; GO:0032496; GO:0032991; GO:0033017; GO:0033197; GO:0033552; GO:0033555; GO:0034760; GO:0035094; GO:0035605; GO:0038060; GO:0042178; GO:0042311; GO:0042383; GO:0042582; GO:0042802; GO:0043066; GO:0043197; GO:0043267; GO:0043434; GO:0043524; GO:0043525; GO:0043627; GO:0044305; GO:0044325; GO:0045121; GO:0045184; GO:0045202; GO:0045471; GO:0045776; GO:0045893; GO:0045906; GO:0045944; GO:0046209; GO:0046676; GO:0046870; GO:0048148; GO:0048306; GO:0048471; GO:0050660; GO:0050661; GO:0050767; GO:0051117; GO:0051219; GO:0051481; GO:0051612; GO:0051649; GO:0051926; GO:0060078; GO:0061629; GO:0061875; GO:0070402; GO:0071260; GO:0071363; GO:0071731; GO:0071872; GO:0071879; GO:0071944; GO:0097110; GO:0098735; GO:0098978; GO:0099091; GO:0099092; GO:0099163; GO:0106071; GO:1900273; GO:1902307,"azurophil granule [GO:0042582]; calyx of Held [GO:0044305]; caveola [GO:0005901]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; postsynaptic specialization, intracellular component [GO:0099091]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; secretory granule [GO:0030141]; synapse [GO:0045202]; T-tubule [GO:0030315]; Z disc [GO:0030018]",ATPase binding [GO:0051117]; cadmium ion binding [GO:0046870]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; NADPH binding [GO:0070402]; nitric-oxide synthase activity [GO:0004517]; peptidyl-cysteine S-nitrosylase activity [GO:0035605]; phosphoprotein binding [GO:0051219]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; scaffold protein binding [GO:0097110]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]; zinc ion binding [GO:0008270],Nitric oxide synthase 1
